noxchi,russian
"сов., на кого-что, разг. т1ечовха.",зыкнуть
зурнач,"м, зурнист м зурманча."
зурна,муз. (инструмент) зурма.
к1амдар.,зуд
зубчатка,к1омсар.
разг. дагахь 1амор.,зубрёжка
зубр,зоол. була.
"цергахъ1уттург, цергашц1анйийриг.",зубочистка
с прост. цергаш къежор.,зубоскальство
зубоскал,прост. цергаш къежорг.
с д1ам.,зубило
зрелище,"с 1) (то, что открывается взору) гург 2) (представление) хьожийла."
зрачок,йо1б1аьрг.
син иралла.,зоркость
зоотехника.,зоотехника
