noxchi,russian
г. Нюрнберг г1. ,Нюрнберг
оз. Ньяса 1. ,Ньяса
о-в Ньюфаундленд г1-е ,Ньюфаундленд
г. Нью-Йорк г1. ,Нью-Йорк
г. Нукус г1. ,Нукус
г. Нуакшот г1. ,Нуакшот
Норвегин х1орд ,Норвежское море
Новосибирскера г1айренаш ,Новосибирские острова
г. Новороссийск г1. ,Новороссийск
г. Новгород г1. ,Новгород
о-ва Керла Латта г1-наш ,Новая Земля
"о-ва, гос-во Керла Зеланди г1-наш, п-кх.",Новая Зеландия
о-в Керла Гвинеи г1-е ,Новая Гвинея
Ницца,г. Ницца г1.
р. Нил хи ,Нил
г. Никоси г1. ,Никосия
Никарагуа,"гос-во, оз. Никарагуа п-кх, 1."
Нидерландаш ,Нидерланды
Нигери ,Нигерия
"р, гос-во Нигер хи, п-кх.",Нигер
г. Ниамей г1. ,Ниамей
р. Ниагара хи ,Ниагара
Непал ,Непал
Ненцойн автономни округ ,Ненецкий автономный округ
Неман,р. Неман хи.
Нева,р. Нева хи.
г. Нахичевань г1. ,Нахичевань
Нахичева-нан Автономни Советски Социалистически Республика ,Нахичеванская Автономная Советская Социалистическая Республика
г. Нарьян-Мар г1. ,Нарьян-Мар
Намиби ,Намибия
г. Нальчик г1. ,Нальчик
Найроби,г. Найроби г1.
Ламанийн-Карабахийн автономни об-ласть ,Нагорно-Карабахская автономная область
г. Нагасаки г1. ,Нагасаки
г. Мюнхен г1. ,Мюнхен
р. Муррей хи ,Муррей
г. Мурманск г1. ,Мурманск
Мармаран х1орд ,Мраморное море
Москва-хи ,Москва-река
г. Москва г1. ,Москва
Монте-Карло,"гос-во, г. Монте-Карло п-кх, г1."
г. Монтевидео г1. ,Монтевидео
г. Монрови г1. ,Монровия
Мозамбикин хидоькъе ,Мозамбикский пролив
Мозамбик ,Мозамбик
Могадишо,г. Могадишо г1.
р. Миссури хи ,Миссури
г. Минск г1. ,Минск
Минданао,о-в Минданао г1-е.
г. Милан г1. ,Милан
г. Мехико г1. ,Мехико
г. Мессина г1. ,Мессина
Белла х1орд ,Мѐртвое море
г. Мельбур г1. ,Мельбурн
Меланезия,о-ва Меланези г1-наш.
Мексикера айма ,Мексиканский залив
Мексика ,Мексика
Меконг,р. Меконг хи.
Мбабане,г. Мбабане г1.
Масеру,г. Масеру г1.
Мартиника,о-в Мартиника г1-е.
г. Марсель г1. ,Марсель
Марокко ,Марокко
Марийн Авто-номни Советски Социалистически Республика ,Марийская Автономная Советская Социалистическая Республика
г. Манчестер г1. ,Манчестер
г. Манила г1. ,Манила
г. Манама г1. ,Манама
г. Манагуа г1. ,Манагуа
"о-в, гос-во Мальта г1-е, п-кх.",Мальта
Мальорка,о-в Мальорка г1-е.
Антилера Кегийра г1айренаш ,Малые Антильские острова
Мали ,Мали
п-ов Жима Ази ахг1-е ,Малая Азия
Малаккера хидоькъе ,Малаккский пролив
"п-ов, г. Малакка ахг1-е, г1.",Малакка
Малай ,Малайя
Малайзера архипелаг ,Малайский архипелаг
Малайзи ,Малайзия
Малави,Малави.
р. Макензи хи ,Макензи
г. Майкоп г1. ,Майкоп
г. Мадрид г1. ,Мадрид
г. Мадрас г1. ,Мадрас
Мадагаскар,о-в Мадагаскар г1-е.
г. Магнитогорск г1. ,Магнитогорск
Магелланан хидоькъе ,Магелланов пролив
Мавритани ,Мавритания
Маврикий,"о-е, гос-во Маврики г1-е, п-кх."
"гос-во, г. Люксембург п-кх, г1.",Люксембург
г. Львов г1. ,Львов
Лусон,о-в Лусон г1-е.
Лусака,г. Лусака г1.
р. Луара хи ,Луара
г. Луанда г1. ,Луанда
г. Лос-Анджелес г1. ,Лос-Анджелес
г. Лоренсу-Маркиш г1. ,Лоренсу-Маркиш
г. Лондон г1. ,Лондон
г. Лодзь ,Лодзь
Лихтенштейн ,Лихтенштейн
г. Лион г1. ,Лион
г. Лима г1. ,Лима
Лигурин х1орд ,Лигурийское море
Ливи ,Ливия
Ливин г1ум-аре ,Ливийская пустыня
Ливан ,Ливан
г. Либревиль г1. ,Либревиль
Либери ,Либерия
Лесото,Лесото.
г. Ленинград г1. ,Ленинград
Ленинан пик ,Ленина пик
р. Лена хи ,Лена
г. Лейпциг г1. ,Лейпциг
Лаптевг1еран х1орд ,Лаптевых море
Ла-Плата,"г, з-в Ла-Плата г1, айма."
Лаперуза пролив,Лаперузан хидоькъе.
г. Ла-Пас г1. ,Ла-Пас
Лаос ,Лаос
Ла-Манш,пр-в Ла-Манш хи-е.
Ладожски 1ам ,Ладожское озеро
г. Лагос г1. ,Лагос
г. Ла-Валетта г1. ,Ла-Валетта
Лабрадор,п-ов Лабрадор ахг1-е.
о-в Кюсю г1-е ,Кюсю
Кызылкум,пески Кызылкум г1ам.
Кызыл,г. Кызыл г1.
Курилин г1айренаш ,Курильские острова
р. Кура хи ,Кура
г. Куйбышев г1. ,Куйбышев
г. Кудымкар г1. ,Кудымкар
р. Г1оба хи ,Кубань
г. Куала-Лумпур г1. ,Куала-Лумпур
Г1ирмин ахг1айре ,Крымский полуостров
Г1ирмера лаьмнаш ,Крымские горы
Г1ирма ,Крым
г. Кронштадт г1. ,Кронштадт
о-в Крит г1-е ,Крит
Красноярски мехкайист ,Красноярский край
г. Красноярск г1. ,Красноярск
Ц1ен х1орд ,Красное море
Краснодаран мехкайист ,Краснодарский край
г. Краснодар г1. ,Краснодар
г. Краков г1. ,Краков
Коста-Рика ,Коста-Рика
Корякийн автономни округ ,Корякский автономный округ
о-в Корсика г1-е ,Корсика
Корейн хи-доькъе ,Корейский пролив
Кораллан х1орд ,Коралловое море
хр. Копет-Даг р. ,Копет-Даг
г. Копенгаген г1. ,Копенгаген
"г, Констанца г1.",Констанца
"р, гос-во Конго хи, п-кх.",Конго
"г, Конакри г1.",Конакри
Коми-Пермякийн автономни округ ,Коми-Пермяцкий автономный округ
Комийн Автономни Советски Социалистически Республика ,Коми Автономная Советская Социалистическая Республика
Командорера г1айренаш ,Командорские острова
